식품명,식품기원명,대표식품코드,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),출처명,식품중량,업체명,데이터생성일자,데이터기준일자
햄버거,가정식(분석 함량),2123,100g,264,49.8,12.85,13.98,1.67,21.67,3.13,2.8,16,1.36,116,203,450,9,7,21,0.075,0.15,2.815,0,0,45.2,4.42,0.35,식품의약품안전처,200g,해당없음,2019-12-31,2023-08-31
햄버거_불고기버거,가정식(분석 함량),2123,100g,250,50.6,13.88,11.52,1.35,22.68,0.13,3.6,15,1.24,117,206,338,7,6,14,0.08,0.13,1.545,0,0,45.93,4.34,0.38,식품의약품안전처,200g,해당없음,2019-12-31,2023-08-31
호떡_견과류,가정식(분석 함량),2125,100g,314,29.7,5.41,7.07,0.66,57.12,0.73,2.1,14,0.38,15,33,211,0,0,0,0.033,0.08,0.86,0,0,0,0.89,0.05,식품의약품안전처,150g,해당없음,2017-12-31,2023-08-31
간자장,가정식(분석 함량),3141,100g,125,73.3,5.12,4.89,1.52,15.13,0.86,1.5,12,0.54,53,125,455,0,0,0,0.24,0.212,0.112,4.57,0,6.05,0.8,0.03,식품의약품안전처,500g,해당없음,2018-12-31,2023-08-31
국수_막국수,가정식(분석 함량),3142,100g,133,67.2,5.8,1.61,1.5,23.9,4.88,1.7,17,1.02,52,135,405,30,0,356,0.432,0.037,0.483,2.13,0,5.53,0.46,0.02,식품의약품안전처,600g,해당없음,2018-12-31,2023-08-31
국수_비빔국수,가정식(분석 함량),3142,100g,102,74.6,3.01,0.95,0.95,20.47,4.11,1.4,20,0.53,34,112,239,17,0,206,0,0.046,0,2.33,0,1.01,0.2,0,식품의약품안전처,500g,해당없음,2018-12-31,2023-08-31
국수_잔치국수,가정식(분석 함량),3142,100g,44,88.9,1.93,0.49,0.66,8.05,0.04,0.8,8,1.44,13,38,216,4,3,7,0,0.006,0.9,2.18,0,0.6,0.16,0,식품의약품안전처,700g,해당없음,2018-12-31,2023-08-31
시루떡,가정식(분석 함량),2067,100g,224,45.3,3.77,1.85,0.93,48.13,0.04,4,14,0.66,65,161,195,0,0,0,0.24,0.03,0.1,1.83,0,0,0.11,0,식품의약품안전처,100g,해당없음,2018-12-31,2023-08-31
약식,가정식(분석 함량),2069,100g,220,47.2,4.21,2.45,0.9,45.24,13.24,2.6,13,0.33,43,85,221,0,0,6,0,0.01,0,0,0,0,0.27,0,식품의약품안전처,100g,해당없음,2018-12-31,2023-08-31
인절미,가정식(분석 함량),2070,100g,242,41,5.64,2.16,1.15,50.07,6.35,2.9,16,0.4,61,128,297,0,0,0,0,0.03,1.05,2.99,0,0,0.24,0,식품의약품안전처,100g,해당없음,2018-12-31,2023-08-31
절편_쑥,가정식(분석 함량),2071,100g,192,54.3,7.72,2.42,0.69,34.87,0.25,2,27,0.43,34,39,192,4,0,43,0,0.03,0,0,0,0,0.24,0,식품의약품안전처,100g,해당없음,2018-12-31,2023-08-31
증편,가정식(분석 함량),2072,100g,200,50.7,3.17,1.2,0.82,44.15,3.19,1,10,0.1,38,22,284,0,0,0,0,0.05,0.72,0,0,0,0.15,0,식품의약품안전처,100g,해당없음,2018-12-31,2023-08-31
찹쌀떡_팥,가정식(분석 함량),2074,100g,295,29,5.06,2.53,0.49,62.93,25.95,1.8,17,0.41,34,34,140,0,0,0,0.03,0.02,0.22,0,0,0,0.13,0,식품의약품안전처,100g,해당없음,2018-12-31,2023-08-31
도넛_링도넛,가정식(분석 함량),2082,100g,515,10.9,7.85,33.17,1.97,46.16,11.6,1.2,50,1.04,364,176,537,5,5,7,0.59,0.39,0.89,0,0,47.22,4.49,0.25,식품의약품안전처,100g,해당없음,2017-12-31,2023-08-31
도넛_찹쌀,가정식(분석 함량),2082,100g,288,32.8,6,4.64,1,55.56,11.04,3.9,21,0.76,97,49,312,0,0,0,,0.1,0.257,0,0,0.49,0.64,0.03,식품의약품안전처,70g,해당없음,2018-12-31,2023-08-31
마늘빵,가정식(분석 함량),2085,100g,438,10.6,12.06,17.58,1.78,57.94,7.36,4.3,50,0.58,119,178,519,150,123,328,0.44,0.16,5.76,2.42,0,26.68,8.66,0.18,식품의약품안전처,50g,해당없음,2018-12-31,2023-08-31
머핀,가정식(분석 함량),2087,100g,384,20,5.73,13.84,1.32,59.15,39.65,1.1,44,0.69,137,99,411,112,109,35,0,0.077,0.338,0,0,59.16,6.86,0.15,식품의약품안전처,130g,해당없음,2019-12-31,2023-08-31
모닝빵,가정식(분석 함량),2088,100g,314,29.3,9.5,7.43,1.59,52.17,7.97,2.4,30,0.56,98,115,489,48,43,50,0.857,0.186,0,0,0,40.54,3.03,0.06,식품의약품안전처,70g,해당없음,2018-12-31,2023-08-31
모카빵,가정식(분석 함량),2089,100g,339,23.9,8.55,8.05,1.54,57.96,12.53,3.6,89,0.97,133,173,354,34,33,13,0,0.34,0.287,0.97,0,52.07,3.76,0.31,식품의약품안전처,150g,해당없음,2019-12-31,2023-08-31
베이글,가정식(분석 함량),2095,100g,306,28.5,10,5.83,2.18,53.48,4.58,2.7,119,0.76,98,109,695,0,0,0,0.058,0.083,0.308,0,0,0,0.58,0.01,식품의약품안전처,120g,해당없음,2019-12-31,2023-08-31
샌드위치_닭가슴살,가정식(분석 함량),2096,100g,240,53.2,12.18,11.92,1.78,20.96,3.09,2.4,58,0.17,129,200,438,10,0,121,0.174,0.113,4.896,0.38,0,28.07,3.16,0.17,식품의약품안전처,230g,해당없음,2017-12-31,2023-08-31
샌드위치_모듬,가정식(분석 함량),2096,100g,193,67.2,9.5,13.44,1.43,8.44,0.6,1.9,78,0.75,187,152,358,36,22,164,0.164,0.15,0.532,2.87,0,82.1,3.63,0.07,식품의약품안전처,220g,해당없음,2018-12-31,2023-08-31
샌드위치_참치,가정식(분석 함량),2096,100g,202,62.7,10.54,11.65,1.34,13.78,1.38,1.7,26,0.64,91,152,209,9,8,15,0,0.108,0.104,0.5,0,18.86,2.64,0.2,식품의약품안전처,250g,해당없음,2019-12-31,2023-08-31
샌드위치_채소,가정식(분석 함량),2096,100g,244,55.8,4.08,14.75,1.52,23.82,14.26,2.5,25,0.07,47,162,426,21,0,257,0,0.039,0.028,1.52,0,6.42,2.88,0.06,식품의약품안전처,180g,해당없음,2017-12-31,2023-08-31
샌드위치_햄_달걀,가정식(분석 함량),2096,100g,220,57.6,12.44,11.92,2.44,15.64,1.9,1.7,80,0.55,258,189,699,49,46,45,0,0.19,5.165,1.6,0,92.91,3.45,0.16,식품의약품안전처,200g,해당없음,2017-12-31,2023-08-31
소보로빵,가정식(분석 함량),2097,100g,392,19.6,8.27,15.13,1.39,55.63,16.69,2.9,42,0.74,107,120,396,54,52,17,0,0.157,0,0.4,0,50.53,6.39,0.57,식품의약품안전처,70g,해당없음,2019-12-31,2023-08-31
주먹밥_소고기,가정식(분석 함량),1035,100g,178,57.3,4.76,2.18,1.03,34.73,0.23,1.5,9,0.29,46,69,357,0,0,0,0,0.06,1.285,0,0,6.52,0.65,0.02,식품의약품안전처,200g,해당없음,2019-12-31,2023-08-31
짬뽕밥,가정식(분석 함량),1037,100g,72,82.8,3.2,1.4,0.95,11.65,1.34,1.4,13,0.67,53,138,234,13,0,146,0.243,0.042,0.433,2.69,0,15.78,0.23,0.01,식품의약품안전처,900g,해당없음,2019-12-31,2023-08-31
차조밥,가정식(분석 함량),1038,100g,157,61.5,2.84,0.65,0.18,34.86,0.04,1.8,4,0.32,30,27,1,0,0,0,0.025,0.01,0,0.8,0,0,0.14,0,식품의약품안전처,200g,해당없음,2017-12-31,2023-08-31
찰밥,가정식(분석 함량),1039,100g,153,61.4,4.39,0.18,0.48,33.56,0.49,2.9,11,0.22,56,168,3,0,0,0,0.007,0.018,0,0.92,0,0,0.08,0,식품의약품안전처,280g,해당없음,2017-12-31,2023-08-31
초밥_모듬,가정식(분석 함량),1042,100g,160,61.2,9.66,1.59,0.86,26.72,1.4,2,14,0.07,106,161,142,1,1,0,0.316,0.026,39.684,0,0.61,19.43,0.41,0.02,식품의약품안전처,380g,해당없음,2018-12-31,2023-08-31
초밥_유부초밥,가정식(분석 함량),1042,100g,194,57.4,5.78,5.77,1.21,29.82,1.99,2.6,46,0.59,67,57,386,23,0,270,0,0.025,0.015,4.25,0,3.12,0.69,0.02,식품의약품안전처,200g,해당없음,2018-12-31,2023-08-31
카레라이스,가정식(분석 함량),1044,100g,108,73.9,3.11,1.4,0.81,20.74,0.16,0.5,12,0.3,35,91,210,13,0,155,0.115,0.017,0.217,3.16,0,2.79,0.44,0.04,식품의약품안전처,480g,해당없음,2018-12-31,2023-08-31
콩나물밥,가정식(분석 함량),1047,100g,123,70.1,4.68,1.58,1.28,22.39,0.04,1.9,16,0.52,125,241,272,4,0,50,0.059,0.047,1.019,0,0,3.14,0.42,0.01,식품의약품안전처,320g,해당없음,2017-12-31,2023-08-31
콩밥_검정콩,가정식(분석 함량),1048,100g,165,59.7,4.53,1.12,0.35,34.3,0,1.1,13,0.38,52,86,3,1,0,10,1.27,0.015,0.01,0,0,0,0.14,0,식품의약품안전처,200g,해당없음,2017-12-31,2023-08-31
콩밥_완두콩,가정식(분석 함량),1048,100g,138,64.6,2.95,0.16,1.05,31.25,0,1.9,44,0.34,32,70,295,1,0,14,0,0.005,0.305,0.03,0,0,0.1,0,식품의약품안전처,200g,해당없음,2017-12-31,2023-08-31
하이라이스,가정식(분석 함량),1049,100g,112,72.7,4.02,1.13,0.84,21.34,0,0.9,10,0.07,36,77,246,6,0,69,0,0.011,0.097,1,0,2.83,0.13,0,식품의약품안전처,360g,해당없음,2017-12-31,2023-08-31
현미밥,가정식(분석 함량),1050,100g,172,57.2,3.1,0.47,0.29,38.9,0,2,5,0.21,57,41,2,0,0,0,0.074,0.013,0.609,0.8,0,0,0.18,0,식품의약품안전처,230g,해당없음,2017-12-31,2023-08-31
회덮밥_모듬,가정식(분석 함량),1051,100g,145,68,9.1,4.15,0.95,17.76,3.07,1.2,13,0.23,108,217,155,36,2,402,9.159,0.093,0.002,3,0.46,27.38,0.85,0.03,식품의약품안전처,410g,해당없음,2018-12-31,2023-08-31
가래떡,가정식(분석 함량),2053,100g,195,51.1,3.92,0.51,0.71,43.73,0,0.6,5,0.25,43,23,241,0,0,0,0,0.02,0,0,0,0,0.19,0,식품의약품안전처,100g,해당없음,2018-12-31,2023-08-31
경단_깨,가정식(분석 함량),2055,100g,240,47.3,6.28,6.72,1.09,38.58,0.61,4.6,178,0.84,104,75,203,0,0,0,0,0.02,1.21,0,0,0,0.99,0,식품의약품안전처,100g,해당없음,2019-12-31,2023-08-31
꿀떡,가정식(분석 함량),2057,100g,228,44.2,3.74,1.73,0.88,49.48,0.29,0.8,15,0.36,52,39,275,0,0,0,0.01,0.01,0.34,0,0,0,0.3,0,식품의약품안전처,100g,해당없음,2018-12-31,2023-08-31
모듬찰떡,가정식(분석 함량),2058,100g,218,47.4,6.78,2.44,1.07,42.27,2.98,3.8,19,0.75,91,191,188,1,0,4,0,0.17,0,1.85,0,0,0.28,0,식품의약품안전처,100g,해당없음,2018-12-31,2023-08-31
백설기,가정식(분석 함량),2061,100g,230,43.8,3.71,1.45,0.63,50.4,0.11,2,6,0.08,36,31,211,0,0,0,0,0.03,0.21,0,0,0,0.12,0,식품의약품안전처,100g,해당없음,2018-12-31,2023-08-31
송편_깨,가정식(분석 함량),2063,100g,219,48.3,4.65,3.23,1.02,42.83,1.98,4.4,96,0.46,65,50,260,0,0,0,0.31,0.01,0.48,0,0,0,0.62,0,식품의약품안전처,100g,해당없음,2019-12-31,2023-08-31
볶음밥,가정식(분석 함량),1017,100g,183,56.9,5.56,2.76,0.84,33.97,0,1.7,13,0.52,61,99,212,40,10,356,0.12,0.034,0.109,4.13,0,29.28,1.1,0.03,식품의약품안전처,350g,해당없음,2017-12-31,2023-08-31
볶음밥_계란,가정식(분석 함량),1017,100g,225,56.6,6.62,11.28,1.25,24.23,0.17,1.8,18,0.44,94,159,318,47,16,378,0.077,0.085,0,31.12,0,62.63,2.2,0.05,식품의약품안전처,260g,해당없음,2018-12-31,2023-08-31
볶음밥_김치,가정식(분석 함량),1017,100g,167,68.1,5.32,9.18,1.62,15.74,13.89,2.8,30,0.7,72,168,470,25,13,141,0.27,0.097,0.015,4.17,0,70.41,1.43,0.04,식품의약품안전처,330g,해당없음,2018-12-31,2023-08-31
볶음밥_새우,가정식(분석 함량),1017,100g,172,64.1,6.31,6.14,0.61,22.85,0.71,1.6,12,0.35,62,65,146,38,13,304,0.003,0.1,1.016,4.12,0,70.72,1.19,0.03,식품의약품안전처,370g,해당없음,2018-12-31,2023-08-31
볶음밥_소고기,가정식(분석 함량),1017,100g,176,63.2,7.59,6.48,0.92,21.76,0.08,2.1,18,0.62,86,167,215,31,18,151,0.038,0.127,6.819,4.8,0,50.02,1.47,0.07,식품의약품안전처,260g,해당없음,2017-12-31,2023-08-31
볶음밥_참치,가정식(분석 함량),1017,100g,180,57.4,4.62,3.27,1.83,32.9,0.12,1.6,15,0.11,46,66,631,7,0,90,0,0.013,0.23,0.18,0,2.76,0.49,0.02,식품의약품안전처,230g,해당없음,2017-12-31,2023-08-31
볶음밥_채소,가정식(분석 함량),1017,100g,182,59.7,4.72,5.39,1.44,28.74,0.29,2.3,17,0.42,61,156,408,32,15,210,0.038,0.062,0,0.76,0,46.24,0.84,0.02,식품의약품안전처,260g,해당없음,2017-12-31,2023-08-31
볶음밥_표고버섯,가정식(분석 함량),1017,100g,184,58.9,3.36,4.81,1.12,31.79,0,2.6,5,0.3,39,167,299,0,0,0,0.04,0.043,0.083,0,0,0,0.5,0.02,식품의약품안전처,300g,해당없음,2018-12-31,2023-08-31
비빔밥,가정식(분석 함량),1018,100g,142,68.9,6.86,4.32,1.11,18.84,0.05,2,31,1.04,79,180,232,73,9,771,0.336,0.058,0,2.02,0,42.26,0.95,0.06,식품의약품안전처,450g,해당없음,2018-12-31,2023-08-31
비빔밥_돌솥,가정식(분석 함량),1018,100g,147,65.7,5.39,2.95,1.25,24.68,1.24,2.4,25,0.59,72,114,337,56,8,582,0.124,0.066,0,0.28,0,9.98,0.33,0.01,식품의약품안전처,380g,해당없음,2017-12-31,2023-08-31
비빔밥_육회,가정식(분석 함량),1018,100g,147,65.7,6.39,3.36,1.6,22.92,4.45,2.6,28,0.89,95,178,446,36,0,427,0.083,0.04,0,0,0,30.56,0.77,0.01,식품의약품안전처,300g,해당없음,2017-12-31,2023-08-31
삼각김밥_참치마요네즈,가정식(분석 함량),1019,100g,199,59.6,5.93,8.21,0.81,25.45,0,2.8,10,0.38,58,76,230,23,1,269,0,0.055,0,2.18,0,10.47,1,0.03,식품의약품안전처,200g,해당없음,2018-12-31,2023-08-31
수수밥,가정식(분석 함량),1021,100g,161,60.8,3.16,0.92,0.15,35.02,0.08,1.1,4,0.17,25,26,1,0,0,0,0.01,0.01,0.16,0.08,0,0,0.13,0,식품의약품안전처,200g,해당없음,2017-12-31,2023-08-31
알밥,가정식(분석 함량),1023,100g,128,72.8,4.73,5.11,1.59,15.75,2.3,3.5,43,0.44,61,128,430,39,0,467,0.379,0.036,0,2.64,0,45.98,0.59,0.03,식품의약품안전처,330g,해당없음,2018-12-31,2023-08-31
영양돌솥밥,가정식(분석 함량),1026,100g,184,57.4,3.43,2.87,0.21,36.06,0.63,2.1,9,0.48,32,36,6,10,0,124,0.031,0.031,0.217,0,0,0,0.61,0.01,식품의약품안전처,350g,해당없음,2017-12-31,2023-08-31
오므라이스,가정식(분석 함량),1028,100g,173,64.3,6.5,7.23,1.42,20.54,3.19,2.4,19,0.84,93,163,433,64,31,398,0.138,0.103,0.493,67.24,0,86.99,1.38,0.02,식품의약품안전처,400g,해당없음,2018-12-31,2023-08-31
자장밥,가정식(분석 함량),1031,100g,122,74.4,4.27,4.72,1.02,15.57,0.03,2.1,11,0.41,49,137,236,11,0,127,0.221,0.268,0.413,3.94,0,5.75,0.58,0.01,식품의약품안전처,470g,해당없음,2018-12-31,2023-08-31
잡곡밥,가정식(분석 함량),1032,100g,146,63.9,5.3,0.87,0.58,29.33,0.32,6.1,17,1.33,111,157,3,0,0,1,0.155,0.125,0,0,0,0,0.22,0,식품의약품안전처,200g,해당없음,2017-12-31,2023-08-31
잡채밥,가정식(분석 함량),1033,100g,150,65.8,4.02,3.42,0.95,25.79,0.05,3,16,0.78,47,148,227,118,0,1413,0.656,0.042,0.084,4.31,0,5.91,0.41,0.05,식품의약품안전처,550g,해당없음,2018-12-31,2023-08-31
국밥_돼지머리,가정식(분석 함량),1004,100g,137,71.6,6.7,5.16,0.63,15.94,0.16,0.7,9,0.24,24,47,181,5,0,61,0.09,0.053,0,0.04,0,23.82,1.47,0.03,식품의약품안전처,900g,해당없음,2017-12-31,2023-08-31
국밥_순대국밥,가정식(분석 함량),1004,100g,75,83.7,3.17,2.28,0.48,10.38,0.17,1.3,9,0.67,31,34,126,5,0,55,0.062,0.024,0,0.21,0,48.69,1.26,0.01,식품의약품안전처,900g,해당없음,2017-12-31,2023-08-31
국밥_콩나물,가정식(분석 함량),1004,100g,52,86.8,1.45,0.24,0.56,10.93,0,1.2,6,0.18,16,42,172,2,0,22,0.14,0.022,0.173,1.26,0,0,0.12,0,식품의약품안전처,780g,해당없음,2018-12-31,2023-08-31
기장밥,가정식(분석 함량),1006,100g,166,59.1,3.44,0.57,0.15,36.77,0,1.5,4,0.33,28,25,1,0,0,0,0,0.005,0.205,0.29,0,0,0.08,0,식품의약품안전처,200g,해당없음,2017-12-31,2023-08-31
김밥,가정식(분석 함량),1007,100g,140,69.5,4.84,4.55,1.11,19.98,0,1.4,36,0.3,55,118,307,113,3,1318,0.157,0.043,0.674,3.76,0,19.3,1.1,0.02,식품의약품안전처,230g,해당없음,2018-12-31,2023-08-31
김밥_김치,가정식(분석 함량),1007,100g,130,71.2,4.3,4.03,1.29,19.17,0.29,1.8,44,0.31,64,126,349,41,8,392,0.207,0.044,0,3.43,0,47.38,1.06,0.02,식품의약품안전처,270g,해당없음,2018-12-31,2023-08-31
김밥_날치알,가정식(분석 함량),1007,100g,177,59.8,6.1,4.26,1.13,28.66,1.43,2.1,20,0.62,82,118,299,61,15,559,0.204,0.058,0.769,0.78,0,55.15,1.2,0.03,식품의약품안전처,260g,해당없음,2017-12-31,2023-08-31
김밥_돈가스,가정식(분석 함량),1007,100g,202,55.8,5.77,5.81,0.95,31.64,1.33,2.1,15,0.49,74,134,241,22,0,259,0.091,0.059,0,0.18,0,6.52,1.07,0.04,식품의약품안전처,320g,해당없음,2017-12-31,2023-08-31
김밥_소고기,가정식(분석 함량),1007,100g,179,61.2,6.46,5.56,1,25.78,0.03,1.5,30,0.87,64,96,267,35,9,318,0.092,0.056,0,2.74,0,39.04,1.6,0.17,식품의약품안전처,250g,해당없음,2018-12-31,2023-08-31
김밥_참치,가정식(분석 함량),1007,100g,174,64.2,7,7.22,1.32,20.26,0.71,1.8,51,0.72,73,123,335,66,10,680,0.228,0.068,0,3.06,0,33.45,1.4,0.04,식품의약품안전처,250g,해당없음,2018-12-31,2023-08-31
김밥_채소,가정식(분석 함량),1007,100g,158,63.8,4.6,3.65,1.28,26.65,0.14,3.4,38,0.44,69,164,309,160,5,1851,0.321,0.071,1.061,1.81,0,29.93,0.99,0.02,식품의약품안전처,280g,해당없음,2017-12-31,2023-08-31
김밥_치즈,가정식(분석 함량),1007,100g,177,63.3,6.24,7.03,1.33,22.1,0.21,2.6,6,0.21,15,41,169,58,13,532,0.356,0.074,0,2.15,0,35.07,2.43,0.13,식품의약품안전처,270g,해당없음,2018-12-31,2023-08-31
김밥_풋고추,가정식(분석 함량),1007,100g,169,61.9,4.88,4.41,1.32,27.52,0.09,3.3,19,0.49,70,148,327,104,10,1117,0.145,0.079,1.145,2.92,0,37.81,1.24,0.03,식품의약품안전처,290g,해당없음,2017-12-31,2023-08-31
덮밥_낙지,가정식(분석 함량),1010,100g,150,65.9,5.88,3.34,0.8,24.12,2.16,2.3,15,0.36,47,95,212,9,0,105,0,0.069,0,0.81,0,32.45,0.37,0.01,식품의약품안전처,350g,해당없음,2017-12-31,2023-08-31
덮밥_닭고기,가정식(분석 함량),1010,100g,125,70.8,11.4,2.18,0.76,14.82,1.07,1.1,21,0.53,108,137,153,63,50,167,0.144,0.122,0,0,0,92.29,0.79,0.01,식품의약품안전처,410g,해당없음,2017-12-31,2023-08-31
덮밥_돼지고기(제육),가정식(분석 함량),1010,100g,202,62,9.43,10.77,0.95,16.86,1.98,1.4,11,0.49,101,196,174,31,3,343,0.319,0.16,15.33,0,0,27.94,3.42,0.05,식품의약품안전처,470g,해당없음,2018-12-31,2023-08-31
덮밥_불고기,가정식(분석 함량),1010,100g,182,60.2,6.6,5.31,0.97,26.96,0.07,2.8,6,0.82,73,138,253,1,0,7,0.163,0.06,0,0,0,15.83,1.4,0.24,식품의약품안전처,400g,해당없음,2018-12-31,2023-08-31
덮밥_오징어,가정식(분석 함량),1010,100g,135,68.1,7.18,2.01,0.81,21.94,0.66,2.6,8,0.22,78,135,162,46,1,539,0.003,0.019,0.014,0,0,46.44,0.24,0,식품의약품안전처,360g,해당없음,2018-12-31,2023-08-31
보리밥,가정식(분석 함량),1016,100g,161,59.9,2.9,0.24,0.24,36.77,2.57,2.4,7,0.2,34,28,4,0,0,0,0.035,0.005,0.045,0.02,0,0,0.1,0,식품의약품안전처,200g,해당없음,2017-12-31,2023-08-31
꽃게탕,가정식(분석 함량),6268,100g,17,95.5,1.86,0.41,0.81,1.44,0.95,0.8,23,0.44,25,99,273,1,0,14,0.055,0.045,5.883,4.56,0,2.61,0.04,0,식품의약품안전처,600g,해당없음,2019-12-31,2023-08-31
낙지전골,가정식(분석 함량),6270,100g,51,87,6.5,1.14,1.64,3.72,0,1.5,10,0.65,68,165,484,4,0,52,0,0.067,9.303,0.85,0,51.44,0.33,0.02,식품의약품안전처,300g,해당없음,2017-12-31,2023-08-31
동태국,가정식(분석 함량),6272,100g,17,95.2,2.42,0.16,0.84,1.4,0,1,15,0.14,42,107,224,1,0,14,0,0.03,1.535,0.44,0,11.46,0.02,0,식품의약품안전처,400g,해당없음,2017-12-31,2023-08-31
동태찌개,가정식(분석 함량),6273,100g,44,89.6,6.11,1.37,1.24,1.72,0.13,1.8,33,0.46,87,174,273,3,0,35,0.165,1.915,0.88,0,0,26.68,0.2,0.01,식품의약품안전처,200g,해당없음,2018-12-31,2023-08-31
돼지고기찌개,가정식(분석 함량),6274,100g,48,88.9,6.25,1.51,1.1,2.26,0.13,1.3,16,0.43,56,156,255,3,0,33,0.077,0.057,0,0,0,10.95,0.21,0,식품의약품안전처,300g,해당없음,2017-12-31,2023-08-31
된장찌개,가정식(분석 함량),6275,100g,46,89.3,3.38,1.63,1.28,4.44,0,1.6,21,0.7,55,151,318,5,0,60,0.49,0.03,0,0,0,0,0.27,0,식품의약품안전처,200g,해당없음,2018-12-31,2023-08-31
된장찌개_냉이,가정식(분석 함량),6275,100g,19,94.9,1.17,0.31,0.67,2.91,0.55,1.3,28,0.79,25,110,174,11,0,136,0.006,0.057,3.726,0,0,0,0.04,0,식품의약품안전처,350g,해당없음,2017-12-31,2023-08-31
된장찌개_달래,가정식(분석 함량),6275,100g,35,90.3,3.18,0.79,1.91,3.81,0.41,1.6,22,0.85,63,216,570,4,0,53,0.006,0.054,12.977,27.13,0,2.21,0.18,0,식품의약품안전처,350g,해당없음,2017-12-31,2023-08-31
된장찌개_두부,가정식(분석 함량),6275,100g,41,90.7,3.25,1.96,1.56,2.56,0.99,0.9,22,0.74,60,179,478,0,0,2,0.244,0.048,0,0,0,0,0.28,0,식품의약품안전처,270g,해당없음,2017-12-31,2023-08-31
콩비지찌개,가정식(분석 함량),6299,100g,69,85.2,6.74,3.08,1.4,3.57,3.25,2,23,0.59,83,277,289,11,0,136,0.03,0.073,2.16,2.14,0,7.12,0.51,0.01,식품의약품안전처,400g,해당없음,2019-12-31,2023-08-31
호박찌개_고추장,가정식(분석 함량),6302,100g,41,90,2.08,0.99,0.98,5.96,0.56,1.2,13,0.47,37,217,211,22,0,268,0.018,0.021,0.571,0,0,0,0.1,0,식품의약품안전처,280g,해당없음,2017-12-31,2023-08-31
고구마_찐고구마,가정식(분석 함량),7128,100g,139,64.6,1.67,0.24,1.04,32.47,16.32,2.9,20,0.58,65,402,10,2,0,23,0,0.11,0.58,2.29,0,0,0.05,0.01,식품의약품안전처,200g,해당없음,2019-12-31,2023-08-31
가오리찜,가정식(분석 함량),7304,100g,102,75.7,21.99,1.39,0.43,0.46,0.06,2.4,8,0.09,3,11,151,55,51,48,0.165,0.085,0,0,0,91.28,0.26,0,식품의약품안전처,200g,해당없음,2017-12-31,2023-08-31
갈비찜_소고기,가정식(분석 함량),7306,100g,85,81.2,7.25,3.17,1.39,6.95,0.75,2,33,1.07,73,251,272,23,2,245,0,0.327,0,0.42,0,33.38,0.85,0.1,식품의약품안전처,300g,해당없음,2019-12-31,2023-08-31
감자_찐감자,가정식(분석 함량),7307,100g,70,81.6,2.16,0.16,1.06,15.01,0.86,1.7,10,0.33,50,480,3,0,0,0,0.49,0.065,0.44,8.1,0,0,0.03,0,식품의약품안전처,200g,해당없음,2019-12-31,2023-08-31
깻잎찜,가정식(분석 함량),7310,100g,97,79.7,5.21,5.86,3.27,5.96,1.33,3.7,260,1.7,77,565,792,397,0,4769,0,0.3,3.95,0.93,0,0,0.46,0.02,식품의약품안전처,100g,해당없음,2019-12-31,2023-08-31
꼬막찜,가정식(분석 함량),7312,100g,96,76,12.03,2.28,2.78,6.97,1.03,2.9,73,8.53,114,221,736,11,10,22,0.76,0.265,0.54,14.05,0,38.3,0.59,0.04,식품의약품안전처,200g,해당없음,2019-12-31,2023-08-31
꽈리고추찜,가정식(분석 함량),7314,100g,104,75.2,3.59,2.09,1.46,17.69,0.44,4.4,27,0.64,58,239,316,30,0,356,0,0.03,0,32.52,0,0,0.37,0.01,식품의약품안전처,100g,해당없음,2017-12-31,2023-08-31
달걀찜_새우젓,가정식(분석 함량),7317,100g,58,89.7,4.98,4.04,0.83,0.47,0,0.1,25,0.77,79,56,247,25,25,0,0.055,0.18,0.185,0.21,0,189.26,1.22,0.02,식품의약품안전처,200g,해당없음,2019-12-31,2023-08-31
달걀찜_우유,가정식(분석 함량),7317,100g,105,80.4,8.23,6.31,1.24,3.8,2.55,1.1,92,1.44,143,139,262,170,155,184,0.03,0.235,1.315,0.29,0,169.58,2.5,0.09,식품의약품안전처,200g,해당없음,2017-12-31,2023-08-31
닭찜,가정식(분석 함량),7318,100g,107,80.1,12.37,6.09,0.87,0.6,0,0.8,12,0.61,113,166,224,5,5,0,0,0.207,3.687,0.2,0,66.22,0.98,0.02,식품의약품안전처,300g,해당없음,2019-12-31,2023-08-31
돼지갈비찜,가정식(분석 함량),7324,100g,194,64.9,13.29,12.32,2.04,7.44,0.13,3,30,0.96,162,332,478,45,3,503,0.72,0.263,17.683,0.96,0,50.07,3.68,0.13,식품의약품안전처,300g,해당없음,2017-12-31,2023-08-31
